score,srl_m_1,srl_m_2,srl_m_3,srl_m_4,srl_m_5,srl_m_6,srl_m_7,srl_m_8,srl_m_9,srl_m_10,srl_m_11,srl_m_12,srl_m_13,srl_m_14,srl_m_15,srl_m_16,srl_m_17,srl_m_18,srl_m_19,srl_m_20,srl_m_21,srl_m_22,srl_m_23,srl_m_24,srl_m_25,srl_m_26,srl_m_27,srl_m_28,srl_m_29,srl_m_30,srl_m_31,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,ADD_RECOMMENDATION,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO
93,3,3,3,3,5,5,5,4,3,3,3,3,3,3,3,3,3,2,4,3,5,3,4,4.0,3,3,3,4,5,4,5,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,3,4,4,4,3,3,3,3,3,3,4.0,4,4,4,5.0,3,4,4,3.0,4,4,4.0,4,4,5.0,4.0,5.0,5.0,4.0,3,4,5,4.0,3,4.0,4,2.0,3.0,4.0,4.0,3,5,3,2,2,4,5,3,3,4.0,4,4,4,1,5,5,5,3,3,3,1,94,13,0,0,0,5,0,40,2,1,4,1,0,0,0,2565,0,69,0,28,1341,0,0,0,0
95,4,4,5,4,3,3,4,3,5,4,4,4,3,4,4,3,4,5,3,3,4,4,3,4.0,4,4,2,4,2,4,5,2,1,1,1,2,1,1,2,2,2,3,1,4,3,2,3,3,2,3,3,2,3,3,2,1,1,3,2,3,3,3,3,1,2,1,3,3,4,3,2,1,1,2,1,1,1,1,3,4.0,4,4,4,4.0,2,4,3,4.0,5,4,4.0,2,4,2.0,4.0,3.0,2.0,2.0,2,4,4,4.0,4,4.0,2,2.0,2.0,4.0,4.0,3,4,4,1,2,4,5,4,2,1.0,4,4,4,1,4,4,4,3,2,2,2,91,17,2,0,0,9,0,71,0,2,51,0,0,0,3,2957,0,100,0,110,1523,0,0,0,0
97,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5,5,1,2,1,2,3,3,3,4,2,3,3,1,2,3,3,4,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,4,3,3,2,3,3,2,3,3,4,3,5.0,5,5,5,5.0,3,5,5,4.0,3,5,5.0,3,5,5.0,5.0,5.0,5.0,4.0,3,4,5,3.0,5,5.0,5,1.0,5.0,5.0,,5,5,5,5,5,5,5,5,4,4.0,4,1,5,1,5,5,5,4,4,4,3,64,21,4,0,0,16,0,71,0,2,17,3,3,0,0,2434,11,99,0,62,996,0,1,0,0
88,3,3,4,3,4,3,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,3.0,3.0,3.0,3.0,4.0,4,4,4,4.0,4,4.0,4,3.0,3.0,4.0,4.0,4,4,4,3,4,3,5,4,4,3.0,5,3,4,2,4,5,4,3,3,3,0,168,22,0,0,0,42,0,123,0,0,6,1,0,0,0,4459,0,174,0,164,1713,0,0,0,0
89,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,0,4,3,3,4,4,3,3.0,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,3,1,2,2,2,2,3,3,2,3,3,4,4,4,4,3,4,3,3,4,3,4,3,3,2,3,3,5,3,3,1,2,3,2,3,3,2,3,4.0,3,4,4,3.0,3,4,4,4.0,4,4,3.0,2,4,3.0,4.0,3.0,4.0,3.0,2,4,3,3.0,3,2.0,2,2.0,3.0,3.0,3.0,3,3,3,3,4,3,4,3,2,2.0,3,2,3,3,4,4,4,3,4,3,1,119,13,0,0,0,21,0,78,0,0,16,0,0,0,0,3167,1,107,0,108,1432,0,0,0,0
90,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,3,4.0,3,3,3,3,2,3,4,4,3,3,3,3,3,2,3,4,4,3,3,3,4,3,4,4,4,3,3,3,3,4,3,4,3,3,4,3,3,3,4,3,3,3,4,4,3,3,3,4,3,3,2,3,3,4,4,4.0,3,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,2,5,5,4.0,5,5.0,5,4.0,4.0,4.0,4.0,4,3,4,4,4,4,5,4,5,5.0,4,4,5,2,4,4,5,4,4,4,2,117,18,0,0,0,12,0,57,0,2,5,1,0,0,0,3099,0,108,0,69,1103,0,0,0,0
69,3,2,4,2,5,4,5,5,4,5,3,5,3,5,3,2,2,1,3,2,3,1,1,3.0,2,3,5,5,5,5,4,2,3,3,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,3,2,3,2,3,3,3,2,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,2,3,2,3,2,3,3.0,4,4,4,4.0,4,4,4,,4,4,4.0,4,4,3.0,4.0,5.0,3.0,4.0,3,4,4,4.0,4,3.0,4,3.0,4.0,4.0,3.0,4,5,4,2,5,2,3,2,2,3.0,4,3,3,3,4,4,5,1,2,1,1,208,19,0,0,0,35,0,98,0,0,5,5,1,0,29,2831,0,142,0,124,1239,0,29,20,0
77,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,3.0,3,3,4,4,3,3,4,3,3,3,2,2,3,3,2,4,3,3,4,3,2,2,2,4,4,3,3,3,4,4,3,2,2,4,4,4,4,4,3,4,3,3,3,3,4,3,3,2,2,4,4,3,3,3,4,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,3.0,4.0,4.0,2,4,4,4.0,4,4.0,4,3.0,3.0,,4.0,4,3,4,3,3,3,4,4,4,4.0,4,3,4,3,4,4,4,2,3,3,0,341,16,0,0,0,16,0,48,0,0,34,2,0,0,3,2654,0,129,0,643,1161,0,0,0,0
66,3,4,4,4,4,3,2,3,3,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3.0,3,3,4,4,4,4,4,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,1,3,4,4,3,4,3,3,3.0,3,4,4,3.0,4,4,4,4.0,4,4,3.0,3,4,4.0,4.0,4.0,4.0,4.0,3,4,3,4.0,4,4.0,4,2.0,4.0,4.0,4.0,4,4,3,2,4,3,5,3,3,3.0,4,3,4,2,4,4,4,3,3,3,2,127,13,0,0,0,11,0,34,0,2,5,0,0,0,0,1881,0,75,0,92,783,0,0,0,0
86,4,4,4,2,4,4,4,3,4,4,4,5,4,5,4,3,4,3,3,4,4,3,3,3.0,4,4,3,4,4,3,3,3,2,3,3,4,4,3,3,2,3,3,1,2,2,2,3,3,2,2,2,1,3,4,3,1,2,2,3,3,3,4,3,3,2,3,3,2,3,2,2,2,1,3,3,2,2,2,2,,4,4,4,3.0,4,4,4,4.0,3,4,3.0,3,4,4.0,3.0,4.0,3.0,3.0,3,3,4,4.0,2,3.0,3,2.0,3.0,4.0,,2,4,4,3,4,4,4,2,3,3.0,4,3,3,2,3,4,4,3,4,4,2,315,23,1,0,0,24,0,140,0,1,36,0,1,0,0,3838,1,187,0,208,1268,0,0,0,0
76,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3.0,3,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,3,3,4.0,4,4.0,4,3.0,4.0,4.0,4.0,4,4,4,3,3,3,4,2,3,2.0,3,2,3,2,4,4,4,3,3,3,3,14,11,2,0,0,6,0,61,0,3,0,1,1,0,0,2257,0,99,0,125,863,0,0,0,1
87,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,5,2,4,4.0,3,0,4,4,4,4,4,2,3,2,2,2,2,2,3,3,2,3,2,4,4,2,4,2,2,2,3,2,3,3,2,3,2,3,2,3,3,3,2,2,2,2,2,2,3,2,2,1,1,3,2,2,2,2,2,4.0,3,4,4,4.0,3,4,3,3.0,4,3,3.0,3,4,3.0,3.0,4.0,4.0,3.0,3,3,4,3.0,3,3.0,4,3.0,3.0,3.0,2.0,3,4,3,3,4,4,4,3,3,3.0,4,3,4,4,4,4,4,4,4,3,2,5,9,0,0,3,17,0,26,0,1,0,0,0,0,7,1741,0,46,0,43,914,0,0,0,0
90,4,4,5,4,5,3,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5.0,5,5,1,3,2,1,1,4,4,4,3,3,4,4,1,3,4,4,4,4,4,4,3,3,3,3,4,3,3,2,3,4,4,4,4,4,4,4,2,4,3,3,4,2,3,3,2,1,3,2,4,4,4,4,2,4.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,3,5,3.0,4.0,4.0,5.0,4.0,3,4,5,5.0,5,5.0,3,4.0,4.0,5.0,4.0,5,4,3,2,4,4,5,3,4,5.0,3,4,4,2,5,5,5,5,5,4,0,0,24,0,0,0,2,0,31,0,0,0,0,0,0,0,1391,0,55,0,18,514,0,0,0,0
88,4,5,4,3,4,3,5,2,4,5,4,5,4,5,3,3,3,4,4,3,5,4,4,4.0,4,4,3,4,3,2,4,4,3,3,3,3,3,2,2,3,3,3,2,4,2,1,2,4,3,3,4,1,4,4,4,3,2,3,3,3,3,3,3,2,1,2,2,3,4,4,3,1,3,3,3,2,3,3,3,4.0,3,4,3,4.0,5,4,3,4.0,4,3,2.0,2,3,4.0,4.0,4.0,4.0,3.0,3,3,3,4.0,3,3.0,4,3.0,3.0,5.0,4.0,3,4,4,2,3,3,4,3,3,3.0,4,4,4,4,3,4,4,3,5,4,0,10,15,6,0,0,23,0,73,0,0,3,2,1,0,27,1842,0,87,0,224,681,0,0,0,0
85,4,4,3,4,3,2,3,2,4,3,4,5,3,4,3,4,3,5,4,4,4,4,4,4.0,4,4,3,4,2,3,3,3,3,2,2,1,2,1,3,2,3,3,1,1,1,1,3,3,2,2,2,3,3,3,3,2,2,3,2,2,4,3,2,2,2,2,3,2,3,3,2,1,1,2,2,2,2,2,2,3.0,3,3,3,5.0,4,5,2,4.0,4,3,3.0,2,3,4.0,4.0,3.0,3.0,4.0,3,4,4,3.0,4,3.0,3,3.0,4.0,4.0,4.0,3,4,3,2,2,4,4,3,3,3.0,3,3,2,2,3,4,4,3,4,2,1,0,11,0,0,0,0,0,53,0,1,0,0,0,0,5,1762,0,67,0,3,737,0,0,0,0
81,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3.0,3,3,2,3,1,1,1,4,4,4,3,2,4,3,2,3,3,3,3,2,3,4,3,4,4,4,2,2,4,4,4,2,2,3,4,4,4,4,4,3,4,3,3,3,4,3,3,1,2,3,2,2,2,3,3,4.0,4,4,4,5.0,3,4,4,5.0,4,4,5.0,4,5,4.0,5.0,4.0,4.0,3.0,4,3,4,4.0,4,4.0,3,5.0,4.0,4.0,4.0,3,5,5,4,3,4,5,4,5,5.0,4,4,4,1,4,4,4,2,3,3,6,133,25,0,0,10,64,0,101,0,3,27,1,2,0,0,2324,0,132,0,284,872,0,70,43,0
94,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3.0,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,2,3,2,3,2,3,3,5.0,5,4,4,4.0,4,4,4,4.0,4,5,4.0,2,5,3.0,4.0,4.0,4.0,3.0,4,3,4,4.0,3,3.0,4,3.0,3.0,4.0,3.0,4,5,5,4,5,3,5,4,5,4.0,4,4,4,2,4,5,5,2,4,4,0,439,23,2,0,0,132,0,179,0,0,45,5,2,0,0,5401,1,201,0,458,2268,0,0,0,2
90,4,4,5,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4.0,3,4,3,4,4,3,4,3,3,3,3,2,3,4,3,4,4,3,4,4,3,4,3,4,4,2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,5,3,2,3,4,4,4,4,4,3,4,4.0,4,4,4,4.0,3,3,4,4.0,3,3,4.0,3,4,3.0,3.0,3.0,3.0,3.0,4,3,4,4.0,3,3.0,3,3.0,4.0,4.0,4.0,4,5,4,3,4,3,4,4,5,4.0,4,4,5,2,4,5,4,4,4,4,12,356,25,86,0,13,48,0,109,0,3,37,0,3,0,0,3795,2,193,0,230,1258,0,0,0,1
90,4,4,4,2,5,4,5,5,4,4,4,4,4,4,3,3,3,2,3,4,4,3,4,4.0,4,4,3,4,4,4,4,4,3,4,4,1,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,1,3,3,3,4,4,4,4,4.0,5,5,5,4.0,3,4,5,5.0,3,5,5.0,5,5,3.0,3.0,4.0,4.0,3.0,5,5,5,4.0,5,5.0,4,4.0,4.0,5.0,4.0,5,4,4,5,4,5,5,5,5,5.0,4,4,4,2,5,5,5,4,3,4,2,242,35,13,0,0,80,0,116,1,0,39,0,3,0,56,4275,6,162,0,283,1719,0,0,0,1
92,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,1,4,3,2,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,2,3,3,2,3,2,3,3,4.0,4,4,4,4.0,5,5,4,5.0,5,4,4.0,4,4,3.0,4.0,5.0,4.0,3.0,4,3,4,4.0,4,3.0,5,3.0,4.0,4.0,4.0,4,3,4,3,4,3,5,4,5,4.0,5,4,5,2,5,5,5,4,4,4,1,371,23,38,0,0,35,0,88,0,1,31,2,1,0,1,3214,0,137,0,154,1451,0,0,0,2
88,3,3,4,3,3,3,4,3,4,4,3,5,4,5,3,4,3,2,3,3,3,2,3,0.0,3,4,3,4,4,3,4,3,3,4,3,2,2,3,2,3,2,2,2,4,2,3,3,2,2,3,3,2,4,3,4,2,3,4,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,4,2,2,2,3,3,3.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,3.0,3.0,4.0,4.0,3.0,3,4,4,5.0,3,3.0,3,3.0,3.0,4.0,4.0,4,4,4,3,4,4,4,4,4,4.0,4,4,4,4,5,5,5,3,4,4,0,268,25,0,0,0,63,0,54,0,0,0,0,0,0,0,2982,0,135,0,147,1346,0,0,0,0
91,3,4,4,3,4,3,4,4,4,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3.0,3,3,4,4,4,4,4,3,2,3,3,1,2,2,4,3,4,2,2,4,2,3,2,4,4,3,2,2,4,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,4,2,4,1,3,3,3,4,3,2,2,4.0,4,4,4,4.0,4,3,4,4.0,4,5,5.0,4,5,3.0,4.0,4.0,4.0,3.0,4,3,4,4.0,4,4.0,4,3.0,2.0,4.0,3.0,4,4,4,4,3,4,5,4,5,4.0,4,3,4,2,5,5,5,2,4,4,0,507,32,0,0,0,101,1,159,0,0,48,2,0,0,3,4558,0,214,0,415,1453,0,0,0,1
90,3,4,4,3,5,5,4,4,4,5,4,5,5,5,5,4,4,3,4,3,4,4,3,3.0,4,3,3,4,3,3,3,4,3,4,4,3,3,2,4,4,3,4,4,4,2,3,3,4,4,4,3,2,4,4,4,3,2,4,2,3,3,4,4,3,3,4,3,4,5,2,4,1,2,3,2,4,2,2,3,4.0,4,4,4,3.0,4,4,4,5.0,4,4,5.0,5,5,2.0,4.0,4.0,4.0,3.0,2,2,4,4.0,4,4.0,4,3.0,4.0,4.0,4.0,4,4,4,3,2,3,5,4,3,4.0,4,4,4,2,4,3,4,3,4,3,0,163,21,0,0,0,10,0,68,2,0,17,1,0,0,0,3213,0,95,0,31,1474,0,0,0,0
94,5,5,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,3,4,4,4,4,4,5.0,5,5,2,3,2,2,2,4,4,3,3,2,1,3,4,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,2,3,2,2,2,4.0,4,4,4,4.0,5,5,4,4.0,4,4,5.0,3,4,3.0,4.0,4.0,4.0,3.0,4,4,4,4.0,4,4.0,4,4.0,4.0,4.0,4.0,4,4,4,4,4,4,5,4,4,,4,4,4,2,4,4,4,4,4,3,1,53,13,25,0,0,18,1,65,1,1,0,1,5,0,0,3037,2,103,0,248,1303,0,0,0,2
72,4,5,4,3,5,4,5,4,4,4,4,5,4,4,5,3,5,2,5,4,5,5,5,5.0,4,5,2,4,2,1,2,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,3,3,3,4,3,4,3,4,4,3,3,4,4,3,2,4,2,4,4,4,4,4.0,4,4,4,3.0,4,4,4,4.0,4,3,4.0,3,4,3.0,3.0,4.0,4.0,4.0,4,3,4,4.0,4,4.0,4,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4.0,4,4,4,3,5,5,5,4,4,4,1,113,13,0,0,0,7,0,65,0,1,2,1,0,0,0,2600,0,109,0,27,872,0,22,10,0
87,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4.0,3,4,3,4,4,3,3,3,3,3,2,2,3,2,1,3,3,2,2,4,2,1,2,3,3,3,3,3,4,4,4,3,4,3,2,2,2,4,3,3,3,3,3,3,4,2,2,3,2,4,3,3,3,2,2,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,4,4,5.0,4,4.0,4,3.0,4.0,4.0,4.0,4,4,4,2,3,4,4,4,4,4.0,3,3,4,2,4,5,4,3,3,4,1,174,22,0,0,0,38,0,61,0,1,6,0,1,0,0,2535,1,127,0,299,1105,0,0,0,0
97,5,5,5,3,5,4,5,3,5,5,4,5,4,5,5,3,5,4,5,5,5,5,4,5.0,4,4,1,2,3,1,3,3,4,4,4,3,3,2,3,3,3,3,2,3,2,2,4,4,3,3,4,2,3,4,4,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,2,1,2,3,2,2,2,2,3,4.0,4,5,4,4.0,5,5,4,4.0,4,4,4.0,4,4,2.0,3.0,4.0,3.0,3.0,2,3,4,3.0,3,3.0,4,3.0,4.0,4.0,3.0,4,4,4,2,4,4,4,3,3,4.0,4,3,4,2,4,4,3,3,2,2,11,488,15,0,0,30,21,0,65,0,1,57,1,0,0,0,1877,0,91,0,54,820,0,0,0,0
85,4,4,5,4,5,3,4,3,3,4,4,5,4,4,4,3,4,3,4,3,4,3,4,4.0,4,4,2,4,3,2,3,4,4,2,3,2,3,4,1,4,4,4,3,4,4,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,4,4,3,2,4,4,3,3,5,3,2,1,2,3,3,3,2,3,3,5.0,5,5,4,4.0,4,4,5,5.0,3,5,,4,5,4.0,4.0,3.0,3.0,4.0,3,5,4,4.0,4,3.0,4,4.0,3.0,4.0,4.0,4,5,4,4,4,4,5,4,5,4.0,3,4,4,4,4,4,5,3,4,4,0,279,25,11,0,0,127,0,62,0,0,22,0,0,0,0,2835,0,114,0,326,1462,0,47,22,11
87,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5.0,5,5,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,4,4,4,4.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,2.0,4.0,4.0,4.0,4.0,4,4,4,4.0,4,4.0,5,4.0,4.0,4.0,4.0,4,4,4,4,4,5,5,4,4,5.0,5,4,4,2,5,5,5,5,5,5,1,564,44,4,0,0,89,0,85,0,1,37,0,1,0,0,2538,0,120,0,139,1004,0,5,2,6
76,5,5,4,4,5,5,5,3,5,5,4,3,3,5,5,5,5,5,4,4,5,4,4,4.0,4,4,1,1,1,1,4,3,3,4,4,2,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,2,4,3,3,3,4,3,3,4,4,2,4,2,3,3,4,3,3,3,4,3,3,1,2,3,3,5.0,5,5,5,5.0,4,5,3,5.0,4,5,5.0,4,5,5.0,5.0,4.0,5.0,3.0,3,4,5,5.0,4,5.0,5,4.0,5.0,5.0,4.0,4,5,5,4,3,5,5,4,5,5.0,4,4,4,1,4,5,5,4,3,4,0,134,12,0,0,0,7,0,58,0,0,16,0,0,0,0,2140,3,93,0,47,884,0,0,0,0
78,4,5,4,4,4,3,2,3,5,5,4,5,4,4,4,3,4,3,3,2,4,2,3,3.0,3,3,2,2,2,2,4,3,2,4,3,4,2,3,4,2,3,3,1,3,2,3,3,3,2,3,3,1,4,4,4,2,2,4,2,2,2,2,2,1,2,2,3,4,3,2,3,1,3,3,2,1,1,1,3,4.0,4,4,4,4.0,4,5,5,5.0,4,4,4.0,3,4,3.0,4.0,4.0,4.0,4.0,3,3,4,3.0,3,4.0,4,3.0,4.0,4.0,4.0,4,5,4,3,3,3,5,3,3,4.0,4,2,4,2,3,4,3,2,2,3,18,140,21,2,0,42,40,0,88,0,3,20,2,1,0,0,3192,0,152,0,321,1803,0,0,0,0
47,4,5,5,5,3,1,1,3,4,4,4,5,0,4,4,4,4,2,1,1,4,2,2,2.0,3,3,3,4,4,3,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,3,2,4,5,4,3,1,4,4,2,4,3,4,4,4.0,4,5,4,4.0,4,4,5,4.0,4,3,4.0,4,5,3.0,4.0,5.0,5.0,4.0,4,3,4,4.0,4,3.0,4,2.0,4.0,4.0,3.0,4,5,4,4,5,5,4,3,2,5.0,4,2,3,2,5,4,4,1,3,3,1,246,16,0,0,0,24,0,16,2,0,0,1,0,0,0,3581,0,113,0,53,1578,0,1,1,0
94,5,4,4,4,4,4,5,3,3,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4.0,4,4,2,4,4,4,4,3,3,3,1,4,3,3,2,3,2,2,3,1,3,2,1,3,2,3,2,2,3,3,3,3,3,3,3,2,2,3,2,3,3,2,2,3,3,2,3,1,1,3,3,2,1,1,1,4.0,4,4,4,3.0,3,4,3,4.0,3,3,4.0,2,4,3.0,3.0,3.0,3.0,2.0,3,2,4,3.0,2,3.0,4,3.0,3.0,4.0,5.0,3,4,4,4,4,4,5,5,4,4.0,4,4,4,2,3,4,3,3,4,3,3,123,20,0,0,0,86,0,65,0,2,13,0,0,0,0,2601,0,87,0,699,1439,0,0,0,0
94,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,3,3.0,4.0,4.0,4.0,3.0,3,4,4,4.0,3,4.0,4,3.0,4.0,4.0,4.0,3,3,3,3,3,4,4,2,3,3.0,3,2,4,3,3,3,3,3,4,2,1,79,17,0,0,0,29,0,95,0,1,9,0,2,0,0,3185,1,121,0,160,1190,0,2,0,0
97,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4.0,4,4,2,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,2,4,3,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2,3,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,3.0,4.0,4.0,4.0,4.0,2,4,4,4.0,4,4.0,3,3.0,3.0,4.0,4.0,4,3,4,3,5,4,4,5,4,4.0,4,3,4,2,4,4,4,4,4,4,1,272,16,16,0,0,30,7,23,0,0,15,0,2,0,0,1589,1,38,0,40,915,0,0,0,8
85,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,2,3,3.0,3,3,3,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,4.0,4,4,4,4.0,3,4,4,4.0,4,5,4.0,4,4,3.0,2.0,4.0,4.0,2.0,3,4,4,4.0,4,4.0,4,4.0,4.0,4.0,4.0,4,4,3,4,5,4,5,4,5,5.0,4,3,4,2,4,4,5,3,4,4,0,132,11,0,0,0,16,0,37,0,0,8,1,1,0,1,2313,0,73,0,62,1102,0,0,0,0
96,4,4,5,4,3,3,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,2,2,3,3,3,2,3,2,2,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2,3.0,4,4,3,,4,4,3,4.0,4,4,4.0,3,4,4.0,4.0,4.0,4.0,4.0,4,4,4,4.0,3,4.0,4,4.0,4.0,4.0,3.0,4,4,4,4,4,4,5,3,4,5.0,4,4,4,2,4,4,4,4,4,3,1,398,36,123,0,0,86,0,56,0,1,30,2,2,0,59,1651,0,78,0,225,806,0,0,0,2
