score,class,srl_m_1,srl_m_2,srl_m_3,srl_m_4,srl_m_5,srl_m_6,srl_m_7,srl_m_8,srl_m_9,srl_m_10,srl_m_11,srl_m_12,srl_m_13,srl_m_14,srl_m_15,srl_m_16,srl_m_17,srl_m_18,srl_m_19,srl_m_20,srl_m_21,srl_m_22,srl_m_23,srl_m_24,srl_m_25,srl_m_26,srl_m_27,srl_m_28,srl_m_29,srl_m_30,srl_m_31,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,ADD_RECOMMENDATION,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO,code_copy,code_execution,code_paste,code_speed,notebook_open,tree_open,AssertionError,AttributeError,AxisError,ConversionError,DataError,EmptyDataError,Exception,FileNotFoundError,HTTPError,ImportError,IndentationError,IndexError,IndexingError,InvalidURL,KeyError,KeyboardInterrupt,ModuleNotFoundError,NameError,OSError,OverflowError,ParserError,RecursionError,RuntimeError,SelectorSyntaxError,SpecificationError,StopIteration,SyntaxError,TabError,TclError,TypeError,UFuncTypeError,UnboundLocalError,UndefinedVariableError,ValueError,WebDriverException,XLRDError,ZeroDivisionError,codeLength,Viscode-login_times,Viscode-execute_times,Viscode-open_file_times,Viscode-success_run,Viscode-failed_run,Viscode-error_types,Viscode-spent_time
89,c,4.0,4,4.0,3,3.0,3.0,5,3,4,5.0,4,4.0,4.0,4,4,4,4.0,4,4,4,4,4,4,4.0,3.0,4.0,2,4,3,2.0,3,4,4,2,2,5,2,3,2,4,3,2,3,4,4,3,4,4,4,4,3,2,5,4,3,1,4,2,3,4,4,5,4,5,3,4,4,4,4,4,2,1,3,4,4,4,2,2,3,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,2,3,4,4.0,4,3.0,4,2.0,4.0,4.0,4.0,4,4,4,2,4,4,5,2,1,1.0,4,2,4,4,5,4,5,3,4,5,0,61,18,0,0,0,11,0,141,0,0,7,0,0,0,0,2351,0,201,0,1,816,0,0,0,0,147,672,282,2739,59,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,16.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1664.0,88,1189,59.0,1073,116.0,9.0,4105.532072
79,c,4.0,4,5.0,3,3.0,3.0,3,3,4,4.0,4,5.0,4.0,4,4,4,4.0,4,4,3,4,4,4,4.0,4.0,4.0,2,4,3,3.0,2,4,5,4,4,1,2,3,2,4,2,2,3,1,3,1,2,1,1,4,1,1,4,3,3,2,2,1,4,4,4,3,3,2,2,3,4,4,4,3,4,1,1,1,1,1,1,1,1,4.0,3,4,3,5.0,4,4,2,3.0,4,3,5.0,1,3,3.0,4.0,3.0,4.0,4.0,3,3,4,4.0,2,4.0,3,1.0,3.0,4.0,3.0,1,3,3,2,4,4,4,1,1,2.0,4,3,2,3,2,2,4,1,4,3,0,94,20,9,0,0,4,0,116,0,0,4,1,2,0,0,1504,0,156,0,0,421,0,0,0,0,237,999,248,2668,110,56,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,35.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1717.0,166,1650,110.0,1474,176.0,7.0,6400.227767
94,c,5.0,3,4.0,3,5.0,4.0,4,3,5,5.0,5,5.0,5.0,5,5,5,5.0,5,5,5,5,5,5,5.0,5.0,5.0,2,3,1,1.0,1,4,4,3,1,3,1,4,3,4,3,2,2,3,3,2,3,4,4,4,4,4,4,4,4,3,3,4,4,5,5,4,4,4,4,4,4,4,3,4,1,1,5,4,4,2,1,1,4,5.0,4,4,4,5.0,5,5,4,4.0,4,4,4.0,3,4,4.0,4.0,4.0,4.0,4.0,5,4,3,4.0,3,3.0,4,2.0,4.0,4.0,4.0,4,4,3,4,3,4,4,2,2,1.0,1,1,5,3,1,1,5,5,5,5,4,117,38,9,0,1,35,0,101,0,4,3,4,20,0,0,2038,4,181,0,7,849,0,0,0,3,476,1956,790,6866,287,114,0.0,27.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,49.0,49.0,0.0,0.0,10.0,16.0,4.0,87.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,139.0,7.0,0.0,21.0,0.0,5.0,0.0,27.0,0.0,0.0,1.0,19366.0,401,3623,287.0,3169,454.0,15.0,10600.34968
88,c,4.0,5,4.0,4,4.0,3.0,4,3,4,4.0,4,5.0,4.0,3,5,3,4.0,3,4,4,5,4,4,4.0,4.0,5.0,3,4,2,1.0,2,4,4,2,3,4,2,3,2,3,2,3,4,1,4,3,4,4,4,5,3,2,4,5,4,2,3,2,4,5,5,4,4,5,4,3,4,3,4,5,2,1,3,4,5,2,1,4,4,4.0,3,4,3,4.0,4,5,2,4.0,4,4,4.0,3,4,2.0,4.0,4.0,4.0,4.0,2,2,4,4.0,4,2.0,2,2.0,4.0,4.0,3.0,3,4,3,3,4,4,2,2,2,1.0,3,2,3,4,4,4,4,2,4,4,1,169,23,0,0,0,20,0,92,0,1,21,2,1,0,0,1657,1,121,0,35,685,0,0,0,0,197,458,306,2203,39,25,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4370.0,64,1025,39.0,939,86.0,7.0,2700.880668
87,c,5.0,5,5.0,5,5.0,4.0,5,4,5,5.0,5,5.0,5.0,5,5,5,5.0,5,5,5,5,5,5,5.0,5.0,5.0,2,4,5,4.0,4,5,4,4,3,2,4,4,3,4,2,3,4,4,5,3,4,5,5,5,4,5,5,4,5,5,3,4,5,5,4,5,5,2,5,4,5,4,5,5,5,1,4,4,1,1,1,1,4,5.0,4,5,5,5.0,5,5,5,5.0,5,3,5.0,3,5,5.0,5.0,5.0,5.0,5.0,2,3,5,5.0,4,4.0,5,1.0,3.0,5.0,4.0,5,5,5,2,4,5,5,2,2,2.0,5,1,5,2,1,1,5,5,5,3,0,26,25,95,0,0,14,2,144,1,0,0,0,1,0,0,1306,0,196,0,116,312,0,0,0,1,94,217,120,1180,70,26,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.0,96,527,70.0,487,40.0,5.0,997.484948
80,c,5.0,5,5.0,5,4.0,3.0,4,2,5,4.0,5,5.0,5.0,5,5,5,5.0,5,5,5,5,5,5,4.0,5.0,5.0,4,2,3,4.0,5,4,5,2,1,1,3,3,1,3,2,2,4,2,5,1,1,4,4,4,4,2,5,5,4,4,2,2,4,3,3,5,4,5,3,3,4,3,5,5,4,1,3,4,4,1,1,1,2,4.0,3,4,4,5.0,3,5,3,4.0,4,3,3.0,4,3,1.0,3.0,3.0,4.0,4.0,2,3,3,3.0,2,3.0,2,1.0,2.0,5.0,3.0,3,5,5,5,5,5,5,2,1,1.0,3,1,3,3,3,3,2,2,4,4,1,132,19,0,0,0,46,0,122,1,1,15,1,5,0,0,3757,3,282,0,4,1763,0,0,0,0,621,1530,895,4422,109,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,1.0,8.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,57.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,6630.0,176,3222,109.0,2968,254.0,9.0,10924.001259
74,c,4.0,3,3.0,3,4.0,4.0,4,3,3,3.0,3,3.0,3.0,3,4,4,3.0,3,3,3,2,2,2,3.0,2.0,3.0,4,4,4,4.0,4,4,3,4,2,2,3,3,4,3,2,2,3,2,3,2,4,4,4,4,3,3,3,4,2,2,2,2,3,4,4,4,3,4,3,3,4,2,3,4,4,2,2,4,4,2,1,3,2,3.0,3,3,3,2.0,2,2,3,3.0,2,3,3.0,3,3,3.0,4.0,3.0,2.0,2.0,3,2,3,3.0,2,3.0,3,3.0,3.0,4.0,2.0,2,4,3,3,3,3,4,2,2,3.0,4,3,3,2,3,3,4,4,4,4,0,60,18,15,0,0,11,0,75,0,0,5,0,0,0,4,1599,0,125,0,43,643,0,0,0,15,235,597,357,2712,89,40,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,18.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3547.0,129,1318,89.0,1228,90.0,8.0,2978.453736
80,c,5.0,5,5.0,4,4.0,4.0,4,5,5,5.0,5,5.0,5.0,5,5,4,5.0,5,4,5,5,5,5,5.0,5.0,5.0,1,5,2,1.0,1,5,4,3,3,3,3,3,2,3,1,1,4,1,3,3,1,3,2,3,1,4,4,4,4,2,2,2,3,4,3,3,3,3,3,3,3,4,4,4,1,2,2,4,4,2,2,2,3,4.0,4,4,3,5.0,4,5,4,4.0,5,5,5.0,3,5,4.0,4.0,4.0,4.0,4.0,3,3,5,4.0,4,4.0,5,2.0,3.0,5.0,3.0,3,4,4,3,5,5,5,1,1,1.0,5,3,5,4,5,4,4,5,5,5,1,271,19,2,0,0,14,0,133,0,1,19,2,0,0,2,2982,1,258,0,0,1173,0,0,0,0,253,928,446,2923,149,49,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,19.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2543.0,198,1825,149.0,1683,142.0,9.0,5921.509489
94,c,4.0,3,5.0,3,5.0,5.0,5,3,4,5.0,5,5.0,5.0,5,5,5,5.0,5,5,4,5,5,5,5.0,4.0,5.0,1,2,1,1.0,1,4,2,2,3,3,1,2,4,2,3,3,3,2,3,1,2,4,4,3,2,1,4,4,3,2,2,1,3,3,2,2,2,3,2,1,4,2,3,4,4,1,4,5,4,3,4,1,2,5.0,4,5,5,3.0,3,4,2,4.0,5,5,5.0,1,4,2.0,4.0,3.0,4.0,4.0,5,3,5,4.0,5,2.0,4,1.0,4.0,4.0,5.0,4,4,4,2,5,4,4,4,1,3.0,3,2,3,5,5,5,4,4,5,4,1,352,13,0,0,0,1,0,199,0,1,0,1,2,0,0,3268,1,324,0,55,1238,0,0,0,0,439,526,564,2506,190,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5547.0,244,1773,190.0,1684,89.0,7.0,2891.552132
97,c,4.0,4,4.0,4,3.0,4.0,5,3,5,5.0,5,5.0,4.0,4,4,4,5.0,5,4,4,4,4,5,5.0,3.0,4.0,1,2,2,2.0,1,4,4,2,2,2,3,2,3,4,1,2,3,3,3,2,2,4,3,3,3,2,4,4,2,4,3,1,4,3,3,3,4,4,4,4,4,4,5,5,3,1,4,5,5,2,4,2,2,4.0,3,3,4,3.0,5,5,5,3.0,5,5,5.0,4,4,4.0,4.0,3.0,4.0,4.0,3,3,4,3.0,4,3.0,4,2.0,3.0,4.0,4.0,3,4,4,2,4,4,4,2,4,3.0,4,2,4,4,4,2,4,4,4,4,1,237,20,191,0,0,11,7,154,0,1,0,0,1,0,1,2079,0,207,0,67,585,0,0,0,12,148,385,158,2105,131,40,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,861.0,171,862,131.0,789,73.0,9.0,1875.749999
89,c,3.0,3,3.0,3,4.0,4.0,4,3,4,4.0,3,4.0,3.0,4,4,3,4.0,3,4,4,4,4,3,3.0,3.0,4.0,2,3,3,3.0,4,4,3,3,4,4,5,3,2,3,3,4,4,4,3,3,4,4,4,3,3,2,3,4,3,4,3,4,4,4,3,3,3,4,3,3,4,3,3,4,3,1,3,3,2,3,4,2,3,4.0,4,5,4,5.0,4,4,5,5.0,4,4,5.0,3,4,3.0,4.0,4.0,4.0,4.0,3,3,4,4.0,3,4.0,4,1.0,4.0,4.0,3.0,4,4,4,2,4,4,4,2,2,2.0,3,1,4,3,2,2,5,4,4,4,0,145,17,0,0,0,24,0,102,0,0,0,0,1,0,0,1579,0,132,0,23,617,0,0,0,0,70,106,151,797,43,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,61,388,43.0,377,11.0,3.0,226.625465
94,c,4.0,3,5.0,4,4.0,3.0,5,2,5,4.0,4,4.0,3.0,4,4,4,5.0,4,4,4,5,4,3,4.0,4.0,4.0,1,4,2,3.0,1,4,4,2,4,3,2,5,1,4,2,4,3,3,1,2,4,4,2,4,2,4,4,3,3,3,2,2,1,3,3,4,2,2,1,2,4,3,4,4,1,1,1,4,2,2,3,1,1,4.0,5,5,3,4.0,3,4,3,4.0,3,5,5.0,3,4,2.0,4.0,4.0,3.0,4.0,3,2,4,4.0,2,4.0,3,2.0,3.0,4.0,2.0,2,2,2,3,2,4,5,2,2,2.0,3,2,3,1,1,1,4,2,2,2,3,263,22,0,0,0,56,0,168,0,3,16,0,0,0,0,2417,0,187,0,39,982,0,0,0,0,191,597,280,2396,88,40,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,10.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,3396.0,128,1196,88.0,1095,101.0,8.0,3740.937971
81,c,4.0,3,4.0,3,3.0,4.0,3,3,4,3.0,4,5.0,3.0,3,3,3,3.0,3,2,3,4,3,3,2.0,3.0,3.0,3,2,3,2.0,3,5,3,4,3,4,4,3,3,3,1,1,4,1,3,1,4,4,4,5,4,4,4,3,4,3,2,3,4,4,2,2,4,3,2,4,4,3,4,4,3,2,3,4,5,1,1,1,1,4.0,4,4,4,5.0,2,2,2,4.0,2,5,5.0,4,4,3.0,4.0,3.0,5.0,4.0,3,2,4,3.0,1,3.0,3,3.0,3.0,4.0,2.0,3,4,3,3,4,4,3,3,2,3.0,4,3,2,1,5,4,4,1,5,5,1,221,16,0,0,0,30,0,117,0,1,0,0,1,0,0,2004,0,158,0,43,776,0,0,0,0,269,628,275,1787,69,42,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2108.0,111,1283,69.0,1150,133.0,8.0,3877.970541
80,c,3.0,3,4.0,3,3.0,3.0,4,3,3,3.0,3,3.0,3.0,3,3,3,3.0,3,3,3,3,3,3,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,4,4,3,4,4,4,4,4,4,2,3,4,4,3,3,3,3,3.0,3,3,3,4.0,3,3,3,3.0,3,4,4.0,3,4,3.0,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,2,2.0,3,3,3,2,3,3,3,3,3,2,0,232,21,0,0,0,38,0,285,0,0,16,2,1,0,1,4413,0,332,0,13,1941,0,1,1,0,137,1288,157,3364,87,43,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2665.0,130,1712,87.0,1538,174.0,8.0,7393.506854
64,c,4.0,4,3.0,3,4.0,5.0,5,3,1,3.0,1,5.0,1.0,4,4,1,1.0,1,2,2,3,1,1,2.0,1.0,2.0,3,3,4,4.0,5,3,4,4,2,4,2,2,3,3,1,1,2,2,3,2,4,3,3,2,3,4,3,3,3,3,3,2,4,5,3,4,5,5,4,3,4,3,3,4,3,3,3,4,5,1,1,2,3,4.0,4,4,4,4.0,4,3,4,2.0,4,3,3.0,2,4,3.0,4.0,3.0,3.0,3.0,2,3,4,3.0,2,4.0,4,3.0,3.0,4.0,4.0,4,4,4,5,3,3,5,1,2,1.0,5,2,5,3,3,3,4,2,5,5,2,69,15,0,0,0,0,0,125,2,2,2,0,0,0,0,1942,0,239,0,0,411,0,0,0,0,246,563,308,2903,92,57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2688.0,149,1266,92.0,1098,168.0,5.0,2962.722837
62,c,4.0,5,3.0,4,3.0,2.0,1,3,4,4.0,3,4.0,3.0,4,4,3,4.0,4,2,2,5,2,2,3.0,4.0,3.0,2,4,4,3.0,3,4,3,5,5,3,4,4,3,2,4,5,2,4,3,4,4,2,4,3,4,4,4,2,4,2,3,5,3,2,3,2,4,4,2,3,4,3,3,3,3,2,4,3,3,3,3,2,4,4.0,4,5,5,5.0,5,5,3,4.0,4,3,3.0,2,3,5.0,5.0,3.0,4.0,4.0,3,2,4,3.0,2,4.0,3,2.0,4.0,4.0,3.0,4,5,4,2,4,4,4,3,2,1.0,4,2,4,2,1,1,5,2,1,1,1,33,10,0,0,0,19,0,184,0,1,9,0,5,0,0,3186,2,230,0,43,1572,0,0,0,0,206,443,271,1473,109,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2066.0,145,1065,109.0,968,97.0,6.0,2761.743
85,c,3.0,4,4.0,5,4.0,2.0,3,2,5,5.0,4,5.0,4.0,5,5,5,5.0,3,3,3,4,2,2,2.0,2.0,2.0,3,4,4,2.0,3,4,2,2,4,1,1,4,4,4,1,1,2,1,3,1,4,4,3,4,1,2,4,2,1,2,1,3,3,4,3,5,4,2,3,2,4,2,4,4,4,1,1,4,2,1,1,1,1,4.0,3,4,4,5.0,2,1,2,4.0,4,5,5.0,2,5,2.0,2.0,3.0,4.0,4.0,2,1,1,4.0,4,2.0,4,3.0,4.0,2.0,4.0,3,3,4,1,2,3,5,1,3,2.0,3,3,2,2,2,2,4,3,3,3,2,418,43,0,0,0,25,0,350,0,1,30,0,0,0,0,4744,0,453,0,7,1752,0,0,0,0,503,1302,662,5848,483,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,17.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4629.0,578,3045,483.0,2793,252.0,8.0,7673.644105
87,c,5.0,5,5.0,4,4.0,3.0,2,4,5,5.0,3,4.0,4.0,4,4,3,4.0,3,3,5,3,4,3,3.0,3.0,3.0,3,2,1,2.0,1,4,2,5,3,2,1,3,4,2,1,1,2,1,2,3,1,3,4,5,2,2,3,3,1,3,1,1,1,4,3,3,2,2,2,3,3,2,4,5,3,1,2,5,2,1,1,1,1,4.0,4,4,4,3.0,5,3,5,5.0,4,5,5.0,2,2,3.0,4.0,4.0,3.0,3.0,1,1,1,4.0,3,2.0,5,1.0,1.0,3.0,2.0,3,5,3,2,2,3,5,3,1,1.0,3,1,3,3,1,1,4,3,5,1,16,468,24,0,0,38,31,0,193,0,3,13,0,2,0,0,2671,0,260,0,96,775,0,32,13,0,170,559,239,2836,67,30,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968.0,97,1065,67.0,979,86.0,7.0,3375.244817
79,c,3.0,3,3.0,3,4.0,4.0,3,3,4,4.0,3,4.0,3.0,4,3,4,3.0,3,3,2,4,3,3,3.0,3.0,2.0,4,3,4,3.0,4,3,4,4,3,2,3,3,3,3,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,3,3,2,2,2,3,2,3,3,4,1,3,4,3,1,3,1,1,4.0,3,4,3,3.0,3,3,3,3.0,3,4,4.0,2,4,2.0,3.0,2.0,3.0,3.0,2,1,3,3.0,2,3.0,2,2.0,2.0,3.0,2.0,2,3,2,3,3,3,3,2,2,2.0,3,2,3,2,3,2,3,2,3,3,0,278,26,0,0,0,67,0,403,0,0,42,0,0,0,0,5185,0,493,0,35,1830,0,0,0,0,281,1422,555,4087,92,62,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,6.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,27.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3344.0,154,2412,92.0,2081,331.0,9.0,8957.632121
82,c,2.0,2,3.0,1,3.0,3.0,4,2,4,3.0,3,3.0,3.0,3,3,3,4.0,4,3,1,1,1,1,3.0,1.0,1.0,2,4,4,4.0,4,2,2,2,2,4,2,1,1,1,1,1,3,2,1,4,2,3,2,4,1,2,4,2,1,1,4,1,1,4,1,3,3,2,3,2,1,1,4,4,5,1,2,4,1,1,1,1,1,4.0,3,4,4,4.0,4,4,2,3.0,4,3,4.0,2,3,3.0,4.0,2.0,2.0,2.0,5,2,4,4.0,1,4.0,5,3.0,3.0,4.0,1.0,3,2,2,3,4,5,5,5,3,3.0,1,3,3,2,2,2,3,4,2,2,1,249,25,0,0,0,28,0,202,0,1,11,0,1,0,2,4020,0,274,0,22,1725,0,0,0,0,277,753,308,2963,80,41,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,22.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,4067.0,121,1459,80.0,1309,150.0,9.0,4200.569314
86,c,3.0,3,3.0,3,2.0,2.0,2,2,4,3.0,3,4.0,3.0,3,3,2,3.0,2,3,3,4,3,3,3.0,3.0,3.0,2,2,2,2.0,2,4,3,2,3,3,2,3,2,4,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,1,1,3,3,2,4,1,1,3.0,4,4,4,3.0,4,3,4,3.0,4,4,4.0,2,4,3.0,3.0,3.0,3.0,3.0,3,3,3,4.0,4,3.0,3,2.0,3.0,3.0,3.0,3,4,4,2,4,3,3,2,2,2.0,3,2,3,2,2,2,3,3,4,4,3,470,44,0,0,1,19,0,204,0,2,42,0,2,0,0,3180,3,309,0,1,1211,0,0,0,0,536,820,582,3841,125,57,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,7242.0,182,2120,125.0,1997,123.0,8.0,4934.569634
85,c,5.0,5,5.0,3,5.0,4.0,5,5,5,5.0,5,5.0,5.0,5,5,5,5.0,5,5,5,5,5,5,5.0,5.0,5.0,2,2,2,2.0,2,4,4,3,5,3,3,4,4,4,2,2,3,3,4,2,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,4,1,2,2,3,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,2,3,5,5.0,5,5.0,4,1.0,5.0,5.0,5.0,5,5,5,1,4,5,5,1,2,1.0,5,1,5,5,5,4,5,5,5,5,0,336,46,1,0,0,49,0,202,0,0,36,2,0,0,40,2974,0,243,0,6,1131,0,1,0,0,157,412,208,2140,81,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2125.0,130,907,81.0,851,56.0,5.0,1851.424781
